161,487
185,213
508,59
109,279
882,466
132,18
156,453
508,343
580,11
176,59
64,457
285,90
493,6
9,72
118,55
135,543
632,450
126,182
208,210
237,336
11,24
117,157
318,244
519,116
288,256
685,518
56,28
603,474
642,16
137,76
282,450
127,533
482,567
168,119
561,472
385,435
205,379
251,416
215,303
430,533
207,189
485,6
300,507
316,475
50,592
285,590
549,94
98,554
746,472
629,378
222,533
98,118
919,581
376,405
318,204
186,606
204,87
321,462
405,507
132,405
22,527
172,409
82,301
235,500
58,535
696,518
173,417
937,427
11,532
195,532
813,535
197,398
318,592
259,475
484,313
257,541
471,534
855,565
887,486
866,518
11,606
435,298
660,416
300,169
219,405
221,239
77,374
135,397
100,524
176,600
172,201
133,313
966,606
1075,286
680,489
941,640
96,648
151,532
659,361
238,592
289,324
117,99
45,251
176,435
32,308
744,136
282,324
344,466
69,295
484,334
50,642
9,276
178,361
1,307
717,546
111,357
604,321
194,648
449,343
506,567
127,201
185,374
156,551
175,272
750,440
100,621
230,183
8,541
275,514
109,1
90,291
64,311
663,640
100,139
156,567
469,122
304,609
236,343
222,494
98,495
83,457
693,551
302,414
427,610
170,232
169,373
603,308
525,264
357,207
187,538
272,112
533,354
98,16
628,436
50,550
641,7
311,2
320,592
480,296
962,655
121,472
203,606
48,305
491,389
1043,705
184,632
185,59
187,686
9,444
218,90
56,352
385,346
1012,168
195,648
179,343
239,653
896,327
293,567
316,701
12,561
169,664
318,716
427,665
318,180
195,276
479,312
275,608
699,652
421,592
204,7
125,532
896,13
603,567
78,38
23,315
111,524
515,658
293,717
357,679
150,468
880,78
170,707
178,1
433,588
134,458
359,739
423,506
22,600
197,731
371,233
485,339
286,707
237,388
64,705
181,648
222,513
428,437
451,286
180,457
98,694
223,719
246,303
302,762
174,654
946,320
28,577
427,236
523,495
286,84
602,10
12,560
735,551
603,391
318,627
23,643
69,506
242,239
176,495
287,758
357,583
100,743
24,532
318,165
131,704
98,767
79,153
79,623
132,676
25,672
199,749
742,222
631,292
553,72
185,130
902,475
15,749
111,434
313,708
977,347
8,416
100,265
432,123
1039,608
660,516
23,382
754,688
97,514
742,671
22,280
258,489
1018,305
527,758
736,536
22,721
283,668
55,756
177,197
208,686
475,762
631,212
325,835
1009,456
100,487
100,566
1269,796
271,621
483,751
748,697
139,532
675,13
423,780
134,666
162,457
160,833
222,622
168,749
336,611
127,833
566,846
483,758
1067,458
143,849
302,747
246,717
952,189
956,707
182,308
1,804
66,642
168,450
24,606
331,841
612,807
742,718
300,714
197,292
283,458
98,618
318,212
661,776
427,716
225,471
526,474
328,809
356,65
64,535
509,416
282,265
96,642
24,794
176,627
117,777
1184,592
890,489
7,387
111,13
98,267
174,158
50,851
82,684
83,295
211,607
506,840
1202,90
952,805
4,22
708,535
187,458
127,490
343,805
902,863
489,758
431,332
723,417
460,75
95,130
125,15
431,532
506,436
170,711
487,796
205,781
213,821
71,882
59,877
862,279
334,382
275,648
855,385
746,749
181,721
161,230
641,568
50,697
748,812
202,830
230,200
12,521
27,849
887,783
114,711
8,479
288,502
70,452
199,862
31,528
326,38
333,534
761,640
97,739
655,840
269,846
183,512
258,222
903,519
1039,514
313,693
347,3
98,928
483,650
172,556
135,932
467,592
79,575
493,716
313,505
50,934
185,911
318,711
582,909
14,123
42,1
483,767
50,902
654,846
246,116
659,541
137,58
405,472
494,846
209,795
462,763
511,90
1269,694
946,541
304,532
282,347
69,897
197,474
50,776
455,868
951,295
524,235
521,495
89,796
125,472
481,90
111,551
511,295
124,941
302,676
313,624
86,89
508,919
207,622
188,118
200,96
45,591
1019,506
735,405
186,194
966,487
485,747
168,840
50,455
47,805
137,187
318,823
378,508
15,754
732,848
268,592
275,931
174,653
513,387
1222,883
9,791
1066,620
12,796
357,667
95,402
496,503
284,697
174,807
276,743
245,825
202,394
603,389
70,877
174,210
423,474
479,659
25,891
50,679
223,291
172,893
403,330
212,916
357,298
97,850
237,935
48,916
462,773
483,415
531,758
96,871
96,622
611,932
152,773
393,551
716,712
496,734
97,406
417,437
276,906
932,642
268,915
181,781
50,580
136,815
135,457
751,507
802,130
183,709
923,711
654,666
228,738
173,758
50,291
79,605
124,758
133,921
289,838
174,506
1149,890
56,838
151,291
483,322
51,881
171,565
89,380
47,887
179,758
479,90
257,563
382,884
14,768
178,691
216,256
265,586
661,932
28,880
237,190
811,13
294,677
177,647
504,655
1041,901
275,895
451,805
488,704
480,610
275,128
79,886
299,783
9,667
1368,936
462,449
750,395
919,838
613,892
89,198
1448,883
705,838
889,485
284,907
12,867
210,871
172,503
196,119
1,882
640,868
255,606
769,802
333,820
266,928
226,301
881,341
462,848
736,798
525,10
906,286
732,484
523,883
195,892
268,662
527,592
429,326
40,712
210,495
127,896
654,567
742,939
22,20
28,128
655,862
950,634
833,606
651,864
203,864
628,717
169,457
169,771
127,622
305,697
521,929
125,25
222,825
204,661
234,479
718,838
100,805
479,911
588,378
32,833
531,458
111,1
91,468
255,676
1157,907
1007,24
546,374
333,653
474,397
124,468
50,798
169,864
898,34
190,373
134,272
483,398
879,489
357,643
114,868
402,897
153,911
837,815
118,849
663,85
525,892
644,747
49,830
121,513
210,406
192,617
258,841
493,932
17,551
463,846
50,715
276,534
132,862
92,916
1011,145
215,731
313,815
83,299
430,716
198,641
179,118
272,907
762,907
589,567
1073,49
371,796
339,810
28,882
520,294
744,139
173,943
607,683
294,759
28,846
427,667
168,575
434,694
304,440
208,890
199,848
98,435
111,907
346,339
483,641
265,882
357,347
216,892
191,52
735,691
516,450
448,474
42,77
12,868
408,865
127,793
302,544
282,403
345,758
660,82
152,1
98,916
651,881
204,864
715,747
235,804
603,313
182,276
31,374
273,938
192,903
659,416
513,883
504,835
275,629
396,846
591,923
58,551
348,519
56,607
1176,557
180,189
268,880
357,694
9,928
169,271
170,806
179,781
215,211
313,780
